pedido_id,fecha,zona,tipo_servicio,distancia_km,peso_kg,tiempo_entrega_min,costo_envio,calificacion_cliente
25143,2026-06-27,Industrial,Estándar,1.99,4.23,18.5,5105.0,5.0
25144,2026-06-21,Centro,Estándar,3.19,3.28,47.1,4739.0,4.0
25145,2026-06-02,Industrial,Express,5.8,3.72,19.3,10977.0,4.0
25146,2026-06-02,Periferia,Estándar,2.56,2.21,22.1,4533.0,4.0
25147,2026-06-23,Residencial,Express,3.13,6.24,36.2,9824.0,4.0
25148,2026-06-07,Periferia,Estándar,3.95,2.95,39.5,6406.0,4.0
25149,2026-06-06,Centro,Estándar,3.45,2.72,47.5,5717.0,4.0
25150,2026-06-01,Periferia,Express,7.18,0.57,54.0,10651.0,1.0
25151,2026-06-12,Periferia,Estándar,4.75,2.05,33.9,7000.0,5.0
25152,2026-06-13,Centro,Estándar,5.44,4.51,47.5,8737.0,4.0
25153,2026-06-12,Periferia,Estándar,5.71,3.65,47.7,8568.0,3.0
25154,2026-06-19,Residencial,Estándar,2.67,2.88,49.6,4922.0,2.0
25155,2026-06-09,Comercial,Estándar,6.38,3.5,44.5,8610.0,4.0
25156,2026-06-10,Industrial,Estándar,7.18,1.88,32.5,7207.0,4.0
25157,2026-06-17,Periferia,Express,4.33,0.95,35.6,9786.0,4.0
25158,2026-06-18,Centro,Estándar,3.38,2.24,38.7,5381.0,4.0
25159,2026-06-08,Periferia,Express,3.74,1.7,23.3,8581.0,5.0
25160,2026-06-07,Centro,Estándar,5.96,1.61,38.4,7154.0,3.0
25161,2026-06-09,Centro,Estándar,10.38,2.8,53.5,10517.0,3.0
25162,2026-06-10,Industrial,Estándar,1.5,3.72,273.1,4409.0,1.0
25163,2026-06-12,Comercial,Express,8.49,1.1,52.2,11226.0,3.0
25164,2026-06-15,Centro,Estándar,4.91,2.0,37.0,6196.0,3.0
25165,2026-06-15,Periferia,Estándar,9.69,0.23,79.4,10776.0,1.0
25166,2026-06-28,Centro,Estándar,5.39,3.57,48.9,7109.0,4.0
25167,2026-06-04,Periferia,Estándar,6.39,1.9,65.1,8535.0,
25168,2026-06-04,Comercial,Estándar,4.78,3.2,31.6,7000.0,5.0
25169,2026-06-23,Centro,Estándar,8.23,1.83,46.4,8542.0,3.0
25170,2026-06-01,Industrial,Estándar,2.26,2.38,20.6,3889.0,4.0
25171,2026-06-26,Centro,Express,6.8,1.26,32.1,10139.0,5.0
25172,2026-06-12,Periferia,Estándar,3.72,0.5,38.4,4581.0,4.0
25173,2026-06-25,Periferia,Estándar,7.78,1.08,46.2,6537.0,3.0
25174,2026-06-02,Periferia,Express,5.3,7.13,39.8,12094.0,4.0
25175,2026-06-15,Industrial,Estándar,10.8,1.05,47.5,9728.0,3.0
25176,2026-06-17,Residencial,Express,4.3,2.64,32.8,9250.0,5.0
25177,2026-06-07,Centro,Estándar,5.16,3.76,55.0,6381.0,2.0
25178,2026-06-06,Industrial,Express,13.45,1.29,49.8,15987.0,3.0
25179,2026-06-12,Periferia,Express,2.05,2.18,30.0,7518.0,5.0
25180,2026-06-19,Residencial,Express,6.47,4.1,52.8,10779.0,4.0
25181,2026-06-01,Residencial,Estándar,6.15,4.48,73.9,8237.0,1.0
25182,2026-06-28,Centro,Estándar,7.51,6.62,40.9,9880.0,4.0
25183,2026-06-21,Residencial,Estándar,5.47,4.57,45.0,7912.0,3.0
25184,2026-06-26,Comercial,Estándar,5.33,7.2,63.6,8194.0,2.0
25185,2026-06-14,Residencial,Express,6.34,0.99,40.5,11655.0,
25186,2026-06-04,Comercial,Estándar,5.03,1.21,37.8,6039.0,4.0
25187,2026-06-05,Centro,Estándar,11.97,1.95,40.2,11480.0,5.0
25188,2026-06-01,Comercial,Estándar,9.53,1.21,52.8,8974.0,3.0
25189,2026-06-01,Comercial,Estándar,7.38,1.56,53.1,7461.0,3.0
25190,2026-06-21,Centro,Express,11.81,0.74,45.1,14365.0,3.0
25191,2026-06-06,Comercial,Estándar,4.73,2.52,45.6,6689.0,3.0
25192,2026-06-05,Industrial,Estándar,5.88,2.13,35.7,6404.0,4.0
25193,2026-06-02,Residencial,Express,6.75,4.15,53.2,12025.0,4.0
25194,2026-06-25,Industrial,Express,7.6,1.42,35.6,12105.0,5.0
25195,2026-06-21,Periferia,Express,3.78,0.57,31.0,8189.0,4.0
25196,2026-06-27,Residencial,Estándar,3.78,1.46,46.3,5459.0,3.0
25197,2026-06-27,Industrial,Express,3.9,1.48,27.3,9383.0,5.0
25198,2026-06-05,Periferia,Estándar,2.67,2.61,20.7,5655.0,4.0
25199,2026-06-26,Centro,Estándar,8.6,1.62,46.2,8008.0,3.0
25200,2026-06-09,Comercial,Estándar,6.61,1.9,245.3,7966.0,1.0
25201,2026-06-19,Centro,Express,5.09,3.25,40.6,10189.0,5.0
25202,2026-06-21,Residencial,Estándar,4.69,4.0,49.8,6857.0,3.0
25203,2026-06-15,Residencial,Estándar,10.93,1.37,82.6,10283.0,1.0
25204,2026-06-13,Centro,Express,3.8,8.88,34.8,11647.0,3.0
25205,2026-06-12,Centro,Estándar,2.24,2.45,34.8,5525.0,4.0
25206,2026-06-05,Industrial,Estándar,8.89,1.35,43.6,8954.0,2.0
25207,2026-06-02,Centro,Express,4.97,2.77,44.8,9203.0,4.0
25208,2026-06-27,Periferia,Express,7.13,0.54,36.9,10761.0,5.0
25209,2026-06-04,Periferia,Estándar,14.99,3.16,113.7,14315.0,1.0
25210,2026-06-27,Comercial,Estándar,2.06,2.44,40.6,4582.0,4.0
25211,2026-06-27,Residencial,Estándar,3.73,0.96,64.7,5531.0,3.0
25212,2026-06-18,Periferia,Estándar,4.66,2.52,48.1,6484.0,2.0
25213,2026-06-21,Industrial,Estándar,7.56,4.32,48.5,8742.0,4.0
25214,2026-06-10,Periferia,Express,11.86,3.78,72.0,15522.0,1.0
25215,2026-06-13,Comercial,Estándar,8.55,5.18,51.0,10092.0,2.0
25216,2026-06-12,Centro,Estándar,1.55,5.82,46.2,5505.0,3.0
25217,2026-06-02,Periferia,Express,5.14,2.38,44.9,10168.0,3.0
25218,2026-06-26,Centro,Estándar,1.79,2.18,44.0,4079.0,4.0
25219,2026-06-15,Centro,Express,10.11,1.63,48.1,13476.0,3.0
25220,2026-06-14,Periferia,Estándar,5.56,1.31,70.3,6257.0,2.0
25221,2026-06-25,Periferia,Estándar,9.48,7.72,70.2,12206.0,1.0
25222,2026-06-10,Periferia,Estándar,2.22,2.7,28.9,3923.0,5.0
25223,2026-06-22,Periferia,Estándar,10.09,3.46,76.4,10921.0,1.0
25224,2026-06-08,Periferia,Estándar,20.43,1.81,135.2,16115.0,1.0
25225,2026-06-25,Periferia,Express,4.66,0.79,27.2,8185.0,5.0
25226,2026-06-15,Comercial,Estándar,4.03,1.83,52.9,5035.0,4.0
25227,2026-06-13,Periferia,Estándar,2.12,1.0,23.8,3812.0,5.0
25228,2026-06-08,Centro,Estándar,7.9,4.57,48.0,8715.0,4.0
25229,2026-06-21,Centro,Estándar,6.71,1.34,49.9,7560.0,3.0
25230,2026-06-21,Centro,Estándar,3.76,0.7,39.3,4898.0,3.0
25231,2026-06-22,Periferia,Estándar,7.45,13.69,54.7,12080.0,4.0
25232,2026-06-14,Periferia,Estándar,5.79,3.23,45.3,6522.0,4.0
25233,2026-06-01,Centro,Express,2.0,1.13,28.4,7030.0,4.0
25234,2026-06-13,Industrial,Express,6.1,1.72,36.3,10798.0,3.0
25235,2026-06-27,Comercial,Express,4.95,1.75,46.8,9047.0,4.0
25236,2026-06-08,Centro,Express,6.41,1.89,36.9,10203.0,5.0
25237,2026-06-18,Centro,Express,3.89,6.11,33.1,10240.0,4.0
25238,2026-06-22,Periferia,Express,5.31,1.72,36.6,10777.0,4.0
25239,2026-06-30,Periferia,Estándar,3.02,2.39,26.4,5817.0,5.0
25240,2026-06-30,Periferia,Estándar,3.92,1.78,35.4,6466.0,4.0
25241,2026-06-09,Industrial,Estándar,8.59,2.29,282.8,9531.0,1.0
25242,2026-06-13,Centro,Estándar,4.75,3.24,46.6,6295.0,3.0
25243,2026-06-03,Periferia,Estándar,2.37,1.16,12.3,4241.0,5.0
25244,2026-06-18,Comercial,Estándar,6.99,3.05,49.6,8535.0,3.0
25245,2026-06-10,Residencial,Estándar,9.78,1.57,74.3,10025.0,1.0
25246,2026-06-05,Industrial,Estándar,13.17,1.66,56.6,11883.0,2.0
25247,2026-06-27,Centro,Express,1.89,2.99,39.9,8721.0,5.0
25248,2026-06-25,Comercial,Express,5.55,1.71,51.8,10210.0,3.0
25249,2026-06-06,Comercial,Express,1.86,4.31,37.0,9486.0,5.0
25250,2026-06-30,Centro,Estándar,1.99,9.01,37.0,5154.0,4.0
25251,2026-06-08,Industrial,Express,7.47,1.76,32.8,11428.0,5.0
25252,2026-06-24,Residencial,Estándar,2.81,3.27,35.1,5389.0,4.0
25253,2026-06-07,Industrial,Estándar,3.53,2.9,27.4,5395.0,5.0
25254,2026-06-21,Periferia,Estándar,7.69,1.51,61.7,8790.0,2.0
25255,2026-06-18,Periferia,Estándar,6.26,1.7,66.8,6858.0,1.0
25256,2026-06-14,Centro,Express,6.61,0.55,42.6,10245.0,3.0
25257,2026-06-15,Periferia,Estándar,1.73,3.4,28.6,4510.0,4.0
25258,2026-06-10,Comercial,Estándar,4.57,11.32,48.9,9719.0,
25259,2026-06-26,Residencial,Estándar,4.45,1.23,57.9,5592.0,4.0
25260,2026-06-21,Periferia,Express,7.49,4.08,43.9,11523.0,4.0
25261,2026-06-12,Periferia,Estándar,4.08,5.82,31.3,6389.0,5.0
25262,2026-06-07,Centro,Estándar,5.0,3.3,44.7,6704.0,4.0
25263,2026-06-28,Comercial,Express,2.23,4.56,32.9,7906.0,4.0
25264,2026-06-28,Industrial,Estándar,2.83,0.81,17.1,4180.0,5.0
25265,2026-06-07,Periferia,Estándar,10.92,2.61,91.3,11495.0,1.0
25266,2026-06-11,Industrial,Estándar,3.47,0.44,38.6,4709.0,5.0
25267,2026-06-13,Industrial,Estándar,3.07,1.46,36.3,5246.0,5.0
25268,2026-06-15,Comercial,Estándar,5.03,1.77,55.9,6339.0,3.0
25269,2026-06-18,Periferia,Express,4.24,2.03,30.7,9920.0,5.0
25270,2026-06-07,Industrial,Express,3.58,0.99,19.2,7987.0,5.0
25271,2026-06-06,Industrial,Estándar,4.77,5.87,26.2,7462.0,4.0
25272,2026-06-23,Centro,Estándar,2.25,1.73,48.8,4518.0,3.0
25273,2026-06-11,Periferia,Estándar,4.99,3.9,41.4,7493.0,3.0
25274,2026-06-08,Comercial,Estándar,5.04,1.89,45.0,6091.0,4.0
25275,2026-06-20,Centro,Estándar,5.18,2.79,45.8,6190.0,3.0
25276,2026-06-01,Periferia,Estándar,8.27,1.71,64.7,8663.0,2.0
25277,2026-06-08,Centro,Express,2.4,2.65,40.9,7592.0,4.0
25278,2026-06-08,Centro,Estándar,7.84,1.07,42.0,9577.0,4.0
25279,2026-06-19,Centro,Express,2.3,4.3,41.7,8908.0,4.0
25280,2026-06-03,Periferia,Estándar,3.47,2.91,33.0,5060.0,3.0
25281,2026-06-05,Comercial,Express,3.37,2.2,42.5,9352.0,4.0
25282,2026-06-30,Residencial,Estándar,3.25,3.23,58.1,6841.0,3.0
25283,2026-06-03,Industrial,Estándar,3.14,1.77,24.8,5107.0,5.0
25284,2026-06-15,Industrial,Estándar,6.02,2.45,32.7,7499.0,5.0
25285,2026-06-14,Comercial,Estándar,4.98,2.44,45.0,6227.0,3.0
25286,2026-06-21,Industrial,Express,4.94,4.54,120.7,10647.0,1.0
25287,2026-06-15,Comercial,Estándar,8.75,2.95,58.4,8354.0,2.0
25288,2026-06-24,Residencial,Estándar,4.3,0.49,36.9,5302.0,5.0
25289,2026-06-17,Industrial,Estándar,5.29,5.92,32.5,7791.0,4.0
25290,2026-06-18,Periferia,Estándar,6.68,2.56,51.7,8497.0,3.0
25291,2026-06-02,Periferia,Estándar,4.81,3.74,33.7,6964.0,4.0
25292,2026-06-12,Periferia,Estándar,2.03,3.18,27.9,5670.0,4.0
25293,2026-06-16,Periferia,Express,5.4,1.16,40.4,10078.0,4.0
25294,2026-06-04,Periferia,Express,11.38,2.75,68.1,14236.0,2.0
25295,2026-06-25,Residencial,Estándar,4.75,1.49,60.6,5328.0,
25296,2026-06-02,Residencial,Estándar,4.82,0.95,48.1,6251.0,4.0
25297,2026-06-28,Periferia,Estándar,5.87,9.73,52.3,10222.0,2.0
25298,2026-06-14,Centro,Estándar,5.62,7.39,44.6,9146.0,3.0
25299,2026-06-11,Centro,Estándar,3.4,0.87,44.7,4630.0,4.0
25300,2026-06-13,Comercial,Estándar,3.77,8.2,28.4,6639.0,5.0
25301,2026-06-28,Comercial,Estándar,4.78,9.18,54.5,8814.0,3.0
25302,2026-06-25,Periferia,Express,6.6,4.24,38.6,12168.0,4.0
25303,2026-06-07,Periferia,Estándar,4.02,0.77,32.7,5790.0,5.0
25304,2026-06-10,Comercial,Estándar,11.31,0.57,249.3,9748.0,1.0
25305,2026-06-24,Periferia,Estándar,4.56,1.76,29.0,6347.0,5.0
25306,2026-06-01,Centro,Estándar,1.9,0.74,39.9,3487.0,4.0
25307,2026-06-29,Centro,Express,9.52,6.15,43.4,15075.0,4.0
25308,2026-06-21,Centro,Estándar,1.11,4.12,47.4,4763.0,4.0
25309,2026-06-25,Industrial,Estándar,3.33,2.89,26.9,5849.0,4.0
25310,2026-06-28,Periferia,Express,5.04,7.16,30.7,11718.0,4.0
25311,2026-06-04,Comercial,Express,11.07,4.3,63.0,15241.0,2.0
25312,2026-06-18,Centro,Estándar,12.67,1.35,52.8,12013.0,4.0
25313,2026-06-06,Periferia,Estándar,3.88,6.33,40.6,7666.0,5.0
25314,2026-06-02,Centro,Express,2.35,2.73,43.7,8869.0,4.0
25315,2026-06-03,Residencial,Estándar,6.44,6.58,56.5,8211.0,2.0
25316,2026-06-14,Comercial,Estándar,3.11,1.54,41.9,3943.0,4.0
25317,2026-06-08,Residencial,Express,8.75,1.86,49.3,12964.0,4.0
25318,2026-06-16,Centro,Estándar,5.66,1.2,52.1,6050.0,3.0
25319,2026-06-19,Comercial,Estándar,3.54,5.55,41.3,5702.0,3.0
25320,2026-06-18,Centro,Estándar,5.76,3.45,51.4,7634.0,4.0
25321,2026-06-06,Centro,Estándar,3.46,6.79,45.8,7136.0,4.0
25322,2026-06-14,Centro,Estándar,2.49,2.85,42.4,4843.0,5.0
25323,2026-06-03,Periferia,Estándar,1.66,3.21,48.1,3528.0,3.0
25324,2026-06-16,Centro,Estándar,7.37,3.69,48.2,8160.0,5.0
25325,2026-06-01,Periferia,Estándar,6.38,1.25,46.2,6168.0,4.0
25326,2026-06-12,Centro,Estándar,3.19,2.6,47.7,5052.0,2.0
25327,2026-06-30,Residencial,Estándar,6.7,2.31,56.8,7592.0,3.0
25328,2026-06-14,Industrial,Estándar,8.22,1.07,188.2,8156.0,1.0
25329,2026-06-19,Periferia,Estándar,2.58,0.78,32.1,4807.0,5.0
25330,2026-06-22,Comercial,Estándar,6.26,2.41,64.1,7893.0,2.0
25331,2026-06-19,Centro,Express,2.58,3.65,33.4,8295.0,5.0
25332,2026-06-09,Periferia,Estándar,8.74,2.19,77.1,9365.0,2.0
25333,2026-06-07,Periferia,Estándar,9.65,1.85,61.6,9190.0,3.0
25334,2026-06-14,Centro,Estándar,3.6,2.52,42.1,5980.0,3.0
25335,2026-06-05,Centro,Estándar,1.43,1.43,35.9,2777.0,3.0
25336,2026-06-18,Residencial,Express,5.38,3.84,48.4,10748.0,4.0
25337,2026-06-09,Centro,Estándar,6.43,3.01,44.8,7356.0,3.0
25338,2026-06-21,Residencial,Estándar,4.84,1.41,65.3,5579.0,4.0
25339,2026-06-07,Centro,Estándar,2.97,3.65,36.5,4397.0,4.0
25340,2026-06-09,Residencial,Estándar,13.25,1.83,79.7,11848.0,1.0
25341,2026-06-04,Periferia,Estándar,4.59,3.57,44.5,7460.0,4.0
25342,2026-06-25,Industrial,Estándar,7.69,2.14,32.7,8452.0,4.0
25343,2026-06-17,Periferia,Estándar,8.43,2.62,45.6,8680.0,3.0
25344,2026-06-12,Centro,Express,3.53,1.07,39.6,8640.0,3.0
25345,2026-06-06,Periferia,Estándar,11.25,2.09,75.4,10231.0,2.0
25346,2026-06-18,Periferia,Estándar,1.66,7.96,15.2,5907.0,5.0
25347,2026-06-08,Centro,Express,3.33,6.78,31.0,10016.0,5.0
25348,2026-06-21,Periferia,Estándar,2.81,2.92,16.8,5422.0,5.0
25349,2026-06-15,Centro,Estándar,4.84,1.56,33.5,5898.0,4.0
25350,2026-06-03,Comercial,Estándar,16.99,2.12,91.2,14295.0,1.0
25351,2026-06-02,Comercial,Estándar,7.57,3.32,61.8,8587.0,2.0
25352,2026-06-24,Centro,Express,0.73,1.58,43.8,6528.0,3.0
25353,2026-06-23,Comercial,Estándar,20.73,1.18,88.1,17421.0,1.0
25354,2026-06-09,Periferia,Estándar,7.33,1.79,63.8,8002.0,3.0
25355,2026-06-08,Comercial,Estándar,8.02,0.49,217.0,8394.0,1.0
25356,2026-06-27,Centro,Express,3.74,4.31,38.6,10225.0,4.0
25357,2026-06-04,Centro,Estándar,4.63,0.63,38.4,5331.0,4.0
25358,2026-06-02,Comercial,Express,2.63,2.03,39.1,8260.0,4.0
25359,2026-06-14,Comercial,Estándar,2.27,0.96,27.1,3737.0,4.0
25360,2026-06-29,Comercial,Estándar,1.43,0.98,38.0,4097.0,5.0
25361,2026-06-02,Periferia,Estándar,10.33,2.77,72.5,10624.0,3.0
25362,2026-06-02,Centro,Estándar,4.45,1.32,39.6,5409.0,5.0
25363,2026-06-30,Centro,Express,13.7,5.54,50.1,16998.0,4.0
25364,2026-06-27,Residencial,Estándar,5.3,4.34,63.2,7855.0,4.0
25365,2026-06-28,Periferia,Estándar,8.94,4.72,69.9,9991.0,2.0
25366,2026-06-22,Residencial,Express,6.33,4.5,44.7,12084.0,5.0
25367,2026-06-07,Residencial,Estándar,4.86,0.87,62.5,5844.0,4.0
25368,2026-06-12,Periferia,Estándar,12.81,0.34,85.4,11026.0,2.0
25369,2026-06-06,Comercial,Estándar,4.87,2.81,274.6,6538.0,1.0
25370,2026-06-18,Centro,Express,6.49,3.14,46.6,11520.0,3.0
25371,2026-06-04,Periferia,Express,6.06,1.73,49.4,10133.0,2.0
25372,2026-06-19,Industrial,Express,4.2,1.45,20.5,9153.0,5.0
25373,2026-06-27,Centro,Express,3.47,0.95,47.9,8615.0,3.0
25374,2026-06-13,Periferia,Express,4.85,1.32,34.0,8875.0,3.0
25375,2026-06-20,Industrial,Express,3.46,4.07,26.6,10288.0,4.0
25376,2026-06-21,Industrial,Express,10.48,3.43,44.1,13689.0,3.0
25377,2026-06-23,Periferia,Express,5.33,2.39,48.3,11070.0,4.0
25378,2026-06-30,Periferia,Estándar,4.24,4.06,50.5,6328.0,2.0
25379,2026-06-25,Centro,Estándar,10.31,1.38,49.3,10494.0,3.0
25380,2026-06-27,Residencial,Express,3.13,3.97,41.1,9838.0,5.0
25381,2026-06-02,Industrial,Express,3.98,2.14,23.5,10391.0,5.0
25382,2026-06-08,Periferia,Estándar,10.03,8.3,82.3,12820.0,1.0
25383,2026-06-19,Centro,Estándar,11.15,3.95,58.3,11706.0,4.0
25384,2026-06-09,Periferia,Estándar,3.46,1.36,36.5,4757.0,4.0
25385,2026-06-26,Periferia,Estándar,2.32,8.3,27.0,7399.0,4.0
25386,2026-06-28,Centro,Estándar,10.17,9.45,47.9,12511.0,4.0
25387,2026-06-04,Periferia,Estándar,1.95,6.51,15.4,5794.0,5.0
25388,2026-06-16,Centro,Express,8.73,1.12,44.8,11857.0,4.0
25389,2026-06-19,Industrial,Express,9.46,4.52,38.0,12995.0,5.0
25390,2026-06-10,Residencial,Estándar,3.87,0.87,52.8,5836.0,2.0
25391,2026-06-06,Centro,Estándar,7.66,3.4,48.6,9238.0,2.0
25392,2026-06-16,Periferia,Estándar,3.98,2.79,29.5,5505.0,4.0
25393,2026-06-10,Comercial,Estándar,8.96,1.74,66.4,9237.0,2.0
25394,2026-06-13,Residencial,Estándar,7.79,1.05,61.9,8764.0,3.0
25395,2026-06-09,Periferia,Estándar,6.04,1.95,28.5,7140.0,5.0
25396,2026-06-07,Residencial,Estándar,4.72,3.62,43.1,6911.0,4.0
25397,2026-06-04,Comercial,Estándar,4.23,4.12,44.0,6908.0,4.0
25398,2026-06-19,Periferia,Estándar,8.6,3.08,64.7,9284.0,3.0
25399,2026-06-26,Centro,Estándar,5.26,2.34,44.2,6013.0,4.0
25400,2026-06-04,Industrial,Estándar,6.27,2.26,27.5,7915.0,5.0
25401,2026-06-19,Centro,Estándar,5.79,10.07,50.2,9854.0,3.0
25402,2026-06-28,Periferia,Estándar,3.65,3.13,37.4,5180.0,5.0
25403,2026-06-19,Periferia,Estándar,4.52,0.87,25.6,5438.0,4.0
25404,2026-06-12,Periferia,Estándar,3.91,4.33,14.9,5685.0,5.0
25405,2026-06-30,Centro,Estándar,3.26,1.95,44.3,4343.0,3.0
25406,2026-06-13,Industrial,Estándar,3.84,3.22,28.6,6074.0,5.0
25407,2026-06-25,Residencial,Estándar,3.87,2.43,46.2,6123.0,2.0
25408,2026-06-04,Centro,Express,5.31,2.06,50.6,10046.0,2.0
25409,2026-06-25,Periferia,Express,3.04,2.36,16.4,8507.0,5.0
25410,2026-06-28,Periferia,Estándar,5.77,3.47,47.2,7379.0,4.0
25411,2026-06-10,Periferia,Estándar,5.03,3.07,52.6,7662.0,3.0
25412,2026-06-21,Periferia,Express,2.93,2.76,20.0,9112.0,4.0
25413,2026-06-07,Comercial,Express,1.29,1.19,38.5,7485.0,3.0
25414,2026-06-30,Periferia,Estándar,3.26,4.4,26.5,4776.0,5.0
25415,2026-06-05,Periferia,Estándar,5.58,3.3,44.8,8087.0,5.0
25416,2026-06-17,Periferia,Estándar,9.23,3.5,71.1,10246.0,2.0
25417,2026-06-18,Periferia,Estándar,3.98,8.4,27.3,7882.0,5.0
25418,2026-06-11,Periferia,Estándar,12.32,5.09,82.5,12932.0,1.0
25419,2026-06-15,Periferia,Express,1.6,1.87,22.9,6863.0,5.0
25420,2026-06-21,Centro,Express,13.08,4.19,44.5,16043.0,4.0
25421,2026-06-22,Comercial,Estándar,4.91,2.7,34.9,7136.0,5.0
25422,2026-06-07,Centro,Estándar,3.08,0.89,40.9,4834.0,3.0
25423,2026-06-18,Comercial,Express,8.78,1.54,60.7,11648.0,2.0
25424,2026-06-26,Comercial,Estándar,1.25,2.08,46.8,3871.0,4.0
25425,2026-06-25,Centro,Express,7.02,1.07,39.3,10802.0,4.0
25426,2026-06-06,Comercial,Express,3.76,2.03,34.5,10128.0,4.0
25427,2026-06-18,Industrial,Estándar,10.04,3.48,53.3,11005.0,3.0
25428,2026-06-16,Centro,Express,7.08,3.36,41.2,11954.0,3.0
25429,2026-06-02,Residencial,Estándar,13.44,3.1,85.4,13638.0,1.0
25430,2026-06-19,Industrial,Estándar,3.14,1.87,19.6,5696.0,5.0
25431,2026-06-01,Periferia,Estándar,5.59,1.88,49.4,6205.0,3.0
25432,2026-06-25,Residencial,Express,12.11,1.56,66.4,14901.0,4.0
25433,2026-06-30,Centro,Estándar,6.08,3.45,53.3,8621.0,3.0
25434,2026-06-26,Industrial,Estándar,9.48,1.59,50.7,9401.0,3.0
25435,2026-06-11,Centro,Estándar,3.42,3.41,47.6,7021.0,3.0
25436,2026-06-20,Periferia,Estándar,6.15,1.81,42.5,8561.0,3.0
25437,2026-06-05,Centro,Estándar,4.45,1.98,44.5,6485.0,4.0
25438,2026-06-16,Industrial,Estándar,5.28,2.09,28.9,6746.0,4.0
25439,2026-06-23,Periferia,Estándar,3.04,0.76,27.4,3850.0,5.0
25440,2026-06-01,Centro,Estándar,1.75,6.06,43.8,5723.0,4.0
25441,2026-06-19,Centro,Estándar,1.17,3.46,52.2,4728.0,2.0
25442,2026-06-14,Industrial,Express,5.07,3.5,29.3,10578.0,5.0
25443,2026-06-03,Periferia,Estándar,2.52,8.28,20.6,7201.0,3.0
25444,2026-06-02,Industrial,Estándar,3.26,0.76,23.6,4500.0,5.0
25445,2026-06-24,Periferia,Estándar,3.31,1.2,35.6,4967.0,3.0
25446,2026-06-05,Periferia,Estándar,3.41,2.45,43.1,5759.0,4.0
25447,2026-06-17,Comercial,Estándar,2.93,5.2,38.3,6021.0,3.0
25448,2026-06-28,Comercial,Express,9.3,3.72,51.7,14181.0,3.0
25449,2026-06-18,Residencial,Estándar,6.09,1.05,72.5,7009.0,2.0
25450,2026-06-01,Comercial,Estándar,11.15,1.93,70.9,11106.0,2.0
25451,2026-06-15,Centro,Estándar,2.91,2.42,48.3,5494.0,4.0
25452,2026-06-22,Centro,Express,1.59,5.99,23.2,8704.0,5.0
25453,2026-06-09,Centro,Estándar,2.72,7.44,39.0,6628.0,3.0
25454,2026-06-27,Residencial,Estándar,3.22,2.63,56.0,5813.0,3.0
25455,2026-06-23,Periferia,Estándar,1.41,7.93,13.9,5946.0,5.0
25456,2026-06-05,Centro,Estándar,16.02,3.69,40.1,14240.0,4.0
25457,2026-06-28,Periferia,Estándar,3.45,1.94,27.9,4630.0,5.0
25458,2026-06-13,Industrial,Express,4.04,4.56,22.2,10601.0,5.0
25459,2026-06-19,Centro,Estándar,2.82,1.52,31.0,4705.0,4.0
25460,2026-06-28,Periferia,Estándar,4.26,5.35,26.4,7694.0,5.0
25461,2026-06-28,Centro,Express,3.43,2.34,39.9,8978.0,4.0
25462,2026-06-24,Residencial,Express,3.73,2.38,51.5,8699.0,3.0
25463,2026-06-10,Periferia,Estándar,6.04,1.71,54.1,7067.0,2.0
25464,2026-06-20,Industrial,Estándar,1.09,3.52,291.6,3300.0,1.0
25465,2026-06-25,Residencial,Estándar,13.15,2.06,76.1,11299.0,1.0
25466,2026-06-21,Comercial,Estándar,4.21,1.54,46.2,5914.0,4.0
25467,2026-06-14,Periferia,Estándar,4.12,3.35,41.8,6502.0,5.0
25468,2026-06-22,Periferia,Estándar,6.02,3.71,51.7,8188.0,2.0
25469,2026-06-21,Comercial,Express,14.89,2.48,86.7,16124.0,1.0
25470,2026-06-26,Centro,Express,9.13,3.74,47.5,13250.0,4.0
25471,2026-06-12,Industrial,Express,2.91,3.19,15.0,9612.0,5.0
25472,2026-06-11,Comercial,Estándar,2.8,1.99,37.2,4439.0,5.0
25473,2026-06-23,Comercial,Express,2.95,0.72,37.2,8699.0,3.0
25474,2026-06-07,Centro,Estándar,6.31,2.43,40.7,7560.0,3.0
25475,2026-06-17,Periferia,Estándar,2.58,2.97,18.9,4907.0,5.0
25476,2026-06-18,Periferia,Estándar,3.43,2.61,25.4,6276.0,5.0
25477,2026-06-07,Residencial,Estándar,8.85,6.95,70.5,11048.0,2.0
25478,2026-06-24,Periferia,Estándar,5.62,2.06,34.1,6783.0,5.0
25479,2026-06-20,Periferia,Express,2.8,6.65,18.3,9552.0,5.0
25480,2026-06-06,Centro,Express,2.88,6.5,40.1,9752.0,4.0
25481,2026-06-11,Comercial,Estándar,7.51,4.38,48.7,8580.0,4.0
25482,2026-06-12,Periferia,Express,4.03,1.85,19.1,9426.0,5.0
25483,2026-06-26,Comercial,Estándar,7.36,2.56,48.5,8698.0,4.0
25484,2026-06-16,Residencial,Estándar,3.99,1.86,63.1,5352.0,2.0
25485,2026-06-19,Centro,Estándar,3.76,1.65,49.2,6356.0,5.0
25486,2026-06-23,Periferia,Express,5.38,2.96,36.6,12444.0,3.0
25487,2026-06-27,Periferia,Estándar,27.99,1.93,176.2,22406.0,1.0
25488,2026-06-19,Periferia,Estándar,1.91,1.87,15.5,4578.0,5.0
25489,2026-06-11,Periferia,Estándar,3.71,2.56,36.8,5909.0,4.0
